order_id,customer_id,order_date,amount
301,8,2024-10-17,258.31
302,78,2024-10-14,858.58
303,144,2024-06-13,158.26
304,142,2024-08-10,337.51
305,7,2024-11-25,103.8
306,151,2024-03-25,46.0
307,125,2024-02-05,650.07
308,82,2024-01-02,912.41
309,197,2024-01-11,274.23
310,130,2024-07-13,598.49
311,140,2024-01-20,631.67
312,166,2024-09-12,561.01
313,53,2024-12-20,949.48
314,86,2024-12-29,157.31
315,158,2024-04-29,985.66
316,128,2024-08-11,436.71
317,115,2024-07-27,283.3
318,40,2024-08-24,414.5
319,22,2024-08-22,433.27
320,154,2024-01-29,188.25
321,37,2024-03-15,826.13
322,128,2024-12-06,818.75
323,41,2024-02-03,563.09
324,153,2024-03-16,222.29
325,106,2024-12-07,154.15
326,57,2024-10-13,876.41
327,168,2024-04-07,608.51
328,53,2024-06-21,841.34
329,190,2024-05-01,433.6
330,130,2024-11-05,743.27
331,51,2024-06-29,611.09
332,26,2024-01-29,401.51
333,40,2024-01-11,368.56
334,113,2024-07-05,311.18
335,54,2024-04-07,408.72
336,152,2024-09-02,152.3
337,56,2024-10-15,284.51
338,148,2024-08-14,844.7
339,81,2024-12-30,171.58
340,154,2024-03-13,93.64
341,17,2024-05-08,505.58
342,171,2024-04-13,446.13
343,39,2024-10-17,822.72
344,108,2024-06-20,968.35
345,102,2024-12-19,121.03
346,101,2024-02-13,811.28
347,49,2024-01-17,951.23
348,55,2024-10-29,104.97
349,80,2024-08-03,763.22
350,149,2024-03-21,665.61
351,118,2024-07-16,980.97
352,89,2024-09-24,236.79
353,154,2024-12-30,676.52
354,32,2024-09-22,596.5
355,145,2024-10-08,576.59
356,135,2024-09-26,138.11
357,7,2024-05-16,208.75
358,72,2024-11-10,945.38
359,82,2024-08-10,864.8
360,167,2024-04-12,56.27
361,159,2024-05-31,245.41
362,188,2024-10-27,95.41
363,37,2024-06-19,353.08
364,183,2024-12-29,580.98
365,120,2024-01-04,794.91
366,153,2024-07-28,529.76
367,170,2024-04-17,248.3
368,55,2024-08-14,872.7
369,158,2024-09-07,877.21
370,141,2024-09-30,940.29
371,123,2024-02-08,29.3
372,29,2024-11-13,490.28
373,185,2024-09-28,876.2
374,121,2024-09-22,109.87
375,103,2024-12-05,742.83
376,177,2024-01-03,477.96
377,120,2024-06-06,855.77
378,146,2024-10-19,61.25
379,193,2024-03-13,127.28
380,121,2024-12-09,141.95
381,187,2024-10-19,790.62
382,171,2024-07-16,982.68
383,63,2024-10-28,608.78
384,62,2024-11-28,989.4
385,199,2024-02-21,83.69
386,72,2024-05-27,841.07
387,54,2024-08-30,522.43
388,74,2024-04-16,193.0
389,169,2024-08-28,958.12
390,120,2024-09-18,804.75
391,54,2024-02-16,232.0
392,9,2024-04-08,605.33
393,61,2024-06-26,501.36
394,145,2024-08-03,899.49
395,13,2024-04-29,752.91
396,89,2024-11-24,897.02
397,101,2024-04-07,468.28
398,184,2024-11-18,287.5
399,29,2024-05-16,63.49
400,76,2024-06-18,813.33
401,40,2024-01-25,559.84
402,187,2024-08-13,420.28
403,38,2024-11-23,701.8
404,176,2024-03-30,541.95
405,37,2024-11-11,127.28
406,28,2024-03-21,80.29
407,45,2024-08-11,525.76
408,115,2024-07-04,579.89
409,40,2024-12-19,552.9
410,33,2024-09-18,530.84
411,80,2024-06-16,260.38
412,59,2024-02-28,177.19
413,13,2024-12-28,253.92
414,181,2024-06-18,123.72
415,155,2024-07-06,175.43
416,45,2024-11-09,476.16
417,31,2024-01-23,25.04
418,160,2024-12-28,244.05
419,39,2024-03-22,821.61
420,77,2024-01-12,26.26
421,13,2024-02-15,339.9
422,17,2024-12-25,274.61
423,188,2024-12-09,822.31
424,70,2024-03-14,443.6
425,63,2024-02-29,195.91
426,37,2024-10-04,938.48
427,96,2024-08-29,948.35
428,192,2024-01-17,775.56
429,145,2024-07-11,76.76
430,120,2024-07-28,874.11
431,192,2024-06-23,969.5
432,164,2024-09-07,147.48
433,125,2024-01-07,84.31
434,33,2024-05-13,384.4
435,160,2024-02-27,21.01
436,174,2024-08-13,997.18
437,99,2024-02-08,536.48
438,29,2024-06-05,312.41
439,32,2024-05-09,777.37
440,84,2024-01-22,148.71
441,195,2024-12-02,963.97
442,184,2024-04-01,736.64
443,47,2024-12-22,645.76
444,6,2024-05-26,288.73
445,131,2024-09-13,334.33
446,166,2024-01-15,750.92
447,163,2024-11-15,870.76
448,24,2024-01-12,571.5
449,27,2024-03-12,176.06
450,145,2024-04-02,781.06
451,79,2024-01-27,847.89
452,199,2024-12-14,148.62
453,181,2024-01-24,922.43
454,131,2024-02-15,472.86
455,199,2024-09-29,615.16
456,84,2024-08-15,567.24
457,176,2024-11-14,658.49
458,117,2024-12-09,444.58
459,64,2024-07-23,166.59
460,21,2024-09-30,686.85
461,82,2024-04-04,727.45
462,11,2024-10-27,761.92
463,102,2024-09-23,490.9
464,88,2024-02-10,257.2
465,121,2024-02-15,159.65
466,80,2024-11-05,625.79
467,148,2024-06-09,568.46
468,160,2024-08-29,339.93
469,2,2024-08-12,106.11
470,158,2024-03-17,97.01
471,150,2024-04-12,150.06
472,103,2024-03-30,695.68
473,143,2024-04-15,184.13
474,49,2024-12-25,643.7
475,195,2024-05-02,50.95
476,6,2024-03-13,70.93
477,160,2024-02-10,714.88
478,8,2024-11-23,719.81
479,62,2024-03-24,352.66
480,127,2024-01-07,667.6
481,132,2024-11-09,788.16
482,127,2024-01-03,59.94
483,188,2024-12-27,449.84
484,12,2024-03-27,657.29
485,25,2024-10-27,623.43
486,147,2024-02-24,480.78
487,173,2024-08-08,793.9
488,183,2024-10-14,508.23
489,82,2024-07-29,243.89
490,96,2024-11-07,975.3
491,131,2024-07-20,415.2
492,189,2024-04-02,430.03
493,97,2024-11-27,190.71
494,159,2024-01-24,436.98
495,4,2024-08-07,383.62
496,20,2024-05-31,552.43
497,179,2024-04-05,596.3
498,117,2024-12-19,496.94
499,66,2024-11-30,902.69
500,6,2024-10-21,291.29
501,115,2024-07-04,914.12
502,12,2024-05-10,630.51
503,40,2024-01-21,738.45
504,99,2024-10-08,721.51
505,87,2024-10-24,252.79
506,78,2024-01-02,197.36
507,69,2024-02-10,262.29
508,60,2024-04-20,601.06
509,84,2024-05-09,113.36
510,145,2024-12-10,970.02
511,66,2024-06-11,663.6
512,193,2024-06-12,970.42
513,47,2024-10-13,251.33
514,195,2024-04-27,186.36
515,93,2024-09-22,676.0
516,105,2024-09-13,460.45
517,8,2024-06-19,949.61
518,57,2024-03-04,372.07
519,28,2024-04-30,613.43
520,175,2024-07-22,485.14
521,120,2024-02-13,457.44
522,111,2024-07-25,566.98
523,189,2024-11-29,75.95
524,37,2024-01-20,70.66
525,1,2024-04-28,240.21
526,59,2024-11-20,121.24
527,179,2024-07-24,694.44
528,20,2024-06-29,490.3
529,43,2024-05-05,952.78
530,50,2024-10-11,870.56
531,184,2024-06-26,355.8
532,38,2024-12-05,143.23
533,126,2024-10-27,160.67
534,178,2024-08-21,738.24
535,8,2024-12-06,112.02
536,8,2024-06-05,454.88
537,5,2024-03-26,270.2
538,193,2024-11-06,979.06
539,171,2024-04-23,259.26
540,26,2024-05-15,867.32
541,113,2024-03-16,130.85
542,89,2024-10-28,920.3
543,1,2024-05-26,942.06
544,142,2024-02-22,673.63
545,105,2024-03-30,361.6
546,194,2024-07-10,67.25
547,73,2024-06-09,418.77
548,176,2024-09-25,786.74
549,77,2024-06-07,743.68
550,68,2024-04-07,416.06
551,132,2024-04-11,449.41
552,82,2024-10-05,446.87
553,75,2024-05-08,137.8
554,54,2024-03-29,341.81
555,65,2024-03-16,617.64
556,143,2024-11-11,557.53
557,161,2024-10-31,554.77
558,35,2024-04-11,91.73
559,99,2024-04-19,649.72
560,194,2024-09-21,392.19
561,26,2024-11-23,528.7
562,198,2024-04-26,817.49
563,153,2024-01-12,166.01
564,48,2024-10-19,261.15
565,15,2024-02-12,769.59
566,70,2024-10-28,723.76
567,123,2024-01-21,211.86
568,80,2024-10-29,89.85
569,143,2024-10-07,661.6
570,51,2024-09-27,213.21
571,141,2024-10-01,119.39
572,125,2024-02-21,676.69
573,157,2024-08-26,541.62
574,136,2024-05-23,107.83
575,158,2024-05-25,411.91
576,77,2024-05-11,826.71
577,94,2024-09-19,687.5
578,74,2024-02-08,534.66
579,71,2024-11-07,797.54
580,189,2024-10-24,919.4
581,84,2024-09-19,819.43
582,172,2024-06-21,640.49
583,123,2024-05-20,609.58
584,118,2024-10-03,886.52
585,137,2024-01-26,227.8
586,10,2024-04-30,843.06
587,72,2024-05-31,366.35
588,154,2024-12-12,784.92
589,50,2024-05-31,826.16
590,60,2024-06-15,674.2
591,146,2024-06-12,166.71
592,183,2024-08-29,169.92
593,49,2024-04-17,865.54
594,119,2024-05-28,113.8
595,176,2024-10-19,649.13
596,199,2024-06-08,645.2
597,78,2024-03-17,602.59
598,153,2024-09-14,289.05
599,7,2024-03-25,682.32
600,42,2024-05-04,723.25
601,24,2024-07-06,822.33
602,68,2024-08-05,350.48
603,32,2024-06-15,777.17
604,36,2024-08-19,652.38
605,164,2024-03-13,336.9
606,123,2024-03-10,367.9
607,196,2024-09-25,528.68
608,130,2024-01-05,88.53
609,160,2024-05-28,285.72
610,200,2024-02-19,686.53
611,44,2024-02-27,346.34
612,70,2024-05-09,994.26
613,2,2024-04-11,566.63
614,98,2024-10-12,346.9
615,150,2024-10-26,106.99
616,197,2024-11-28,642.26
617,47,2024-11-06,545.11
618,190,2024-06-06,461.36
619,144,2024-01-12,360.62
620,140,2024-05-15,799.54
621,144,2024-01-30,249.95
622,92,2024-04-24,169.37
623,5,2024-12-25,773.23
624,65,2024-04-30,678.13
625,84,2024-08-18,867.39
626,16,2024-02-07,176.12
627,142,2024-10-18,317.07
628,114,2024-08-24,372.93
629,85,2024-09-14,938.22
630,193,2024-11-26,828.78
631,190,2024-06-02,608.58
632,55,2024-09-18,921.0
633,171,2024-05-22,992.31
634,101,2024-08-31,224.34
635,49,2024-02-11,548.94
636,173,2024-10-17,680.82
637,158,2024-05-13,158.45
638,7,2024-01-14,99.3
639,149,2024-06-11,190.05
640,130,2024-07-24,976.1
641,10,2024-01-25,583.66
642,54,2024-10-15,924.3
643,14,2024-11-16,614.13
644,54,2024-08-25,191.34
645,131,2024-01-25,672.98
646,136,2024-01-25,247.9
647,173,2024-01-12,966.51
648,96,2024-04-01,325.58
649,78,2024-01-20,450.72
650,60,2024-06-08,231.72
651,130,2024-02-29,377.5
652,31,2024-01-05,785.15
653,10,2024-12-10,77.0
654,11,2024-06-26,76.62
655,56,2024-03-23,187.25
656,149,2024-11-24,787.04
657,115,2024-09-19,698.32
658,97,2024-09-16,640.53
659,40,2024-09-29,247.99
660,124,2024-11-03,190.28
661,164,2024-05-03,851.06
662,178,2024-03-03,796.25
663,191,2024-03-02,660.99
664,7,2024-06-03,425.85
665,14,2024-08-16,399.34
666,133,2024-07-01,427.83
667,149,2024-09-02,794.53
668,149,2024-05-17,687.36
669,120,2024-03-05,337.03
670,181,2024-12-03,83.32
671,160,2024-06-12,383.98
672,188,2024-07-09,509.35
673,183,2024-04-26,498.48
674,196,2024-02-03,338.18
675,82,2024-08-19,814.47
676,180,2024-02-11,789.32
677,141,2024-04-22,956.23
678,17,2024-04-29,329.1
679,129,2024-05-09,448.85
680,29,2024-04-06,844.05
681,58,2024-08-19,472.25
682,34,2024-09-20,897.22
683,200,2024-03-19,891.6
684,87,2024-12-09,884.81
685,69,2024-03-27,686.62
686,77,2024-07-18,103.1
687,43,2024-04-18,806.09
688,152,2024-01-17,957.37
689,21,2024-08-19,366.19
690,110,2024-08-15,362.71
691,143,2024-07-29,668.14
692,28,2024-02-20,190.63
693,5,2024-09-17,667.1
694,96,2024-01-08,279.75
695,38,2024-04-20,100.53
696,81,2024-08-10,786.84
697,104,2024-11-24,394.3
698,178,2024-02-18,270.31
699,68,2024-03-18,87.87
700,122,2024-04-28,61.11
701,114,2024-09-22,802.74
702,140,2024-12-12,980.37
703,118,2024-09-25,590.77
704,95,2024-10-14,624.17
705,11,2024-01-10,351.5
706,168,2024-07-01,113.11
707,59,2024-11-29,450.62
708,114,2024-10-04,288.32
709,172,2024-10-14,506.13
710,113,2024-05-01,819.63
711,119,2024-02-08,849.58
712,175,2024-01-18,643.35
713,149,2024-05-05,845.16
714,104,2024-08-25,780.92
715,86,2024-05-29,984.98
716,22,2024-12-13,62.31
717,2,2024-01-29,691.59
718,180,2024-10-09,965.83
719,151,2024-03-28,355.54
720,22,2024-06-19,763.02
721,97,2024-07-02,619.7
722,118,2024-01-19,168.54
723,30,2024-10-21,585.63
724,25,2024-05-07,445.12
725,136,2024-12-27,566.88
726,72,2024-05-08,746.88
727,3,2024-04-13,210.07
728,64,2024-12-27,664.41
729,10,2024-10-28,623.67
730,155,2024-03-06,368.28
731,13,2024-03-26,851.09
732,58,2024-02-23,836.03
733,14,2024-04-30,958.91
734,121,2024-01-20,340.39
735,70,2024-11-07,512.01
736,186,2024-05-11,397.67
737,132,2024-01-20,784.79
738,154,2024-10-19,669.78
739,54,2024-12-24,23.15
740,38,2024-09-16,197.69
741,173,2024-01-20,414.28
742,71,2024-01-04,519.91
743,3,2024-08-03,122.05
744,186,2024-02-24,708.88
745,120,2024-09-10,496.87
746,158,2024-03-22,610.1
747,188,2024-02-29,335.67
748,63,2024-07-29,77.38
749,109,2024-03-16,789.2
750,117,2024-12-21,526.92
751,176,2024-06-21,164.5
752,183,2024-04-22,445.34
753,146,2024-11-14,236.2
754,47,2024-11-08,934.45
755,45,2024-06-09,432.82
756,4,2024-05-27,789.94
757,143,2024-07-16,991.3
758,124,2024-03-15,745.19
759,90,2024-11-20,200.79
760,61,2024-05-17,347.82
761,107,2024-04-22,594.09
762,118,2024-07-16,527.72
763,109,2024-02-20,941.87
764,170,2024-02-04,441.06
765,69,2024-12-14,472.5
766,49,2024-03-14,938.61
767,100,2024-03-10,638.55
768,126,2024-08-18,905.84
769,163,2024-05-08,784.61
770,100,2024-11-21,76.13
771,174,2024-11-11,148.72
772,57,2024-01-31,924.17
773,36,2024-07-31,87.58
774,108,2024-04-15,296.54
775,135,2024-06-11,290.1
776,14,2024-04-29,975.34
777,144,2024-06-30,440.31
778,70,2024-02-13,173.25
779,184,2024-04-16,81.4
780,107,2024-01-21,541.77
781,161,2024-01-07,104.7
782,143,2024-06-08,670.51
783,148,2024-05-22,884.49
784,149,2024-06-02,430.42
785,128,2024-05-21,736.2
786,58,2024-01-21,271.4
787,131,2024-03-27,214.14
788,49,2024-12-10,948.1
789,140,2024-06-09,168.22
790,196,2024-11-22,690.08
791,33,2024-03-21,980.91
792,61,2024-12-19,415.9
793,43,2024-06-17,795.87
794,177,2024-01-17,620.64
795,198,2024-04-07,495.0
796,85,2024-01-05,946.78
797,112,2024-02-26,675.64
798,98,2024-05-23,423.53
799,125,2024-06-15,554.52
800,88,2024-10-20,810.28
801,138,2024-04-08,70.92
802,63,2024-02-18,217.34
803,135,2024-10-03,181.41
804,127,2024-03-08,761.62
805,143,2024-08-19,880.27
806,116,2024-04-01,270.38
807,125,2024-06-16,985.29
808,26,2024-03-06,83.9
809,131,2024-02-13,547.93
810,6,2024-06-15,663.64
811,89,2024-06-26,111.54
812,197,2024-11-02,211.7
813,12,2024-03-14,112.16
814,41,2024-06-12,290.91
815,72,2024-02-24,649.82
816,143,2024-08-25,542.37
817,42,2024-11-11,701.98
818,12,2024-09-19,621.2
819,109,2024-09-15,899.24
820,107,2024-02-09,516.91
821,129,2024-01-08,896.11
822,124,2024-06-24,169.06
823,4,2024-09-02,859.74
824,137,2024-01-12,744.94
825,119,2024-01-16,988.65
826,109,2024-01-21,730.68
827,162,2024-09-16,997.14
828,59,2024-09-03,147.23
829,69,2024-01-25,111.17
830,196,2024-10-07,826.5
831,154,2024-05-12,973.99
832,9,2024-05-13,716.04
833,172,2024-12-29,470.08
834,131,2024-03-16,348.5
835,21,2024-06-04,829.46
836,190,2024-06-11,159.13
837,41,2024-11-02,461.34
838,58,2024-03-15,658.12
839,176,2024-05-29,743.31
840,108,2024-05-18,846.86
841,91,2024-10-15,143.74
842,16,2024-03-06,328.62
843,156,2024-02-16,191.38
844,148,2024-05-03,991.91
845,87,2024-05-07,650.02
846,4,2024-10-29,319.2
847,191,2024-01-21,52.53
848,117,2024-10-28,764.06
849,145,2024-02-08,811.25
850,77,2024-07-25,275.08
851,134,2024-09-07,20.18
852,187,2024-03-31,401.96
853,46,2024-02-07,242.2
854,72,2024-07-08,392.79
855,30,2024-11-29,489.49
856,113,2024-10-07,433.02
857,14,2024-06-02,966.92
858,150,2024-03-23,973.32
859,131,2024-10-01,808.81
860,173,2024-11-22,628.92
861,73,2024-09-07,635.67
862,121,2024-10-01,875.3
863,142,2024-04-29,709.61
864,61,2024-06-12,114.6
865,30,2024-09-21,32.16
866,120,2024-11-03,315.24
867,53,2024-08-14,241.82
868,78,2024-08-09,606.83
869,68,2024-09-20,879.72
870,125,2024-04-19,353.6
871,120,2024-05-06,633.65
872,16,2024-03-02,798.69
873,158,2024-09-24,591.15
874,64,2024-02-19,581.88
875,149,2024-11-20,267.26
876,101,2024-06-20,132.63
877,189,2024-11-19,871.18
878,65,2024-01-08,527.1
879,175,2024-11-27,912.46
880,174,2024-02-16,154.77
881,147,2024-01-26,181.53
882,150,2024-08-19,949.15
883,38,2024-10-02,793.03
884,179,2024-05-11,682.9
885,92,2024-01-28,249.5
886,76,2024-03-07,659.18
887,194,2024-06-10,483.44
888,105,2024-09-13,283.58
889,166,2024-09-18,893.65
890,145,2024-03-01,483.04
891,27,2024-05-15,254.08
892,106,2024-04-02,483.51
893,99,2024-05-21,618.56
894,84,2024-11-07,599.05
895,189,2024-02-18,27.51
896,190,2024-05-15,55.99
897,124,2024-12-18,352.08
898,85,2024-09-01,580.61
899,62,2024-04-15,307.62
900,126,2024-08-20,409.07
901,37,2024-10-31,624.73
902,88,2024-10-03,358.32
903,167,2024-07-01,876.74
904,141,2024-07-10,708.21
905,147,2024-11-28,930.84
906,45,2024-01-01,402.07
907,19,2024-11-27,884.61
908,189,2024-04-18,615.75
909,161,2024-10-27,724.06
910,197,2024-01-08,865.62
911,174,2024-12-08,723.22
912,175,2024-08-02,59.75
913,84,2024-12-03,271.56
914,68,2024-06-09,467.11
915,82,2024-05-26,604.4
916,168,2024-03-24,902.31
917,76,2024-08-30,367.68
918,167,2024-09-14,675.2
919,105,2024-07-20,374.68
920,75,2024-09-22,512.11
921,51,2024-04-27,133.42
922,39,2024-01-28,188.41
923,198,2024-06-03,746.16
924,93,2024-06-14,832.44
925,94,2024-10-22,823.61
926,169,2024-09-24,309.14
927,65,2024-11-06,585.66
928,101,2024-07-31,811.86
929,127,2024-08-10,477.28
930,152,2024-10-20,848.69
931,182,2024-04-16,441.33
